Company Name,Ticker,Street Address,City,State/Province,Postal Code,Country,County,Telephone Number,Fax Number,Executive Name,Executive Position,Company Email Address,URL/Web Address,Company Type,No. of Employees,Primary SIC Code,Secondary SIC Code,Headquarters,Dossier ID,Primary NAICS Code,Secondary NAICS Code,Business Description,Auditor,Legal Counsel,Sales/Revenue,Assets,Liabilities,Market Cap,Earnings Per Share,EPS Growth Rate,Price/Earning Ratio,Return On Equity,Top Companies,Primary SBI Code,Secondary SBI Code,Chamber of Commerce Number
"BANK OF AMERICA, NATIONAL ASSOCIATION","","2 KING EDWARD STREET","LONDON","","EC1A 1HQ","","","44 (20717) 44000","","Almedia,Jose","DIRECTOR","","http://www.bankofamerica.com","PRIVATE - PARENT","171,057","6021 National Commercial Banks","","","0","","","Banks","PricewaterhouseCoopers LLP","","117,852,000,000","3,051,375,000,000","2,778,178,000,000","","","","","",""
"Bank of America, National Association","","6201 COLLEGE AVE","OAKLAND","CALIFORNIA","94618 1329","UNITED STATES","","","","Delgado,Laureen","NURSE"
"Bank of America, National Association","","18229 MIDWAY RD","DALLAS","TEXAS","75287-4902","UNITED STATES","","1 (972) 307 4100","","Call,Dale","BRANCH MANAGER","","","PRIVATE - SUBSIDIARY/BRANCH","3","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","18229 MIDWAY RD","DALLAS","TEXAS","75287-4902","UNITED STATES","","1 (972) 307 4100","","Johnson,Sherry","Mlo Loan Service Specialist"
"Bank of America, National Association","","18229 MIDWAY RD","DALLAS","TEXAS","75287-4902","UNITED STATES","","1 (972) 307 4100","","Kuo,Tony","SENIOR CONSULTANT"
"Bank of America, National Association","","1020 ANNA KNAPP BLVD","MOUNT PLEASANT","SOUTH CAROLINA","29464 3134","UNITED STATES","","1 (843) 416 3120","","Salvo,Vincenzo","Assistant Vice President Policy Strategist","","","PRIVATE - SUBSIDIARY/BRANCH","14","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","1020 ANNA KNAPP BLVD","MOUNT PLEASANT","SOUTH CAROLINA","29464 3134","UNITED STATES","","1 (843) 416 3120","","Mcalhany,Shawn","Project Manager"
"Bank of America, National Association","","1020 ANNA KNAPP BLVD","MOUNT PLEASANT","SOUTH CAROLINA","29464 3134","UNITED STATES","","1 (843) 416 3120","","Schepp,Mark","Sr Wealth Management Loan Officer Nmls 474164"
"Bank of America, National Association","","1020 ANNA KNAPP BLVD","MOUNT PLEASANT","SOUTH CAROLINA","29464 3134","UNITED STATES","","1 (843) 416 3120","","Petersonkilpatrick,Leanne","Financial Center Manager"
"Bank of America, National Association","","1020 ANNA KNAPP BLVD","MOUNT PLEASANT","SOUTH CAROLINA","29464 3134","UNITED STATES","","1 (843) 416 3120","","Schepp,Marc","MANAGER"
"Bank of America, National Association","","1020 ANNA KNAPP BLVD","MOUNT PLEASANT","SOUTH CAROLINA","29464 3134","UNITED STATES","","1 (843) 416 3120","","Cigna,Joe","Middle Market Commercial Credit Officer"
"Bank of America, National Association","","1020 ANNA KNAPP BLVD","MOUNT PLEASANT","SOUTH CAROLINA","29464 3134","UNITED STATES","","1 (843) 416 3120","","Obrien,Jerry","SALES ASSOCIATE"
"Bank of America, National Association","","505 E MARKET ST","LEESBURG","VIRGINIA","20176-4113","UNITED STATES","","1 (703) 771 3850","","Durrer,Tom","SVP","","","PRIVATE - SUBSIDIARY/BRANCH","14","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","505 E MARKET ST","LEESBURG","VIRGINIA","20176-4113","UNITED STATES","","1 (703) 771 3850","","Azeez,Colleen","Manager"
"Bank of America, National Association","","505 E MARKET ST","LEESBURG","VIRGINIA","20176-4113","UNITED STATES","","1 (703) 771 3850","","Hare,Zandara","MANAGER"
"Bank of America, National Association","","505 E MARKET ST","LEESBURG","VIRGINIA","20176-4113","UNITED STATES","","1 (703) 771 3850","","Stewart,Aisha","Relationship Banker"
"Bank of America, National Association","","505 E MARKET ST","LEESBURG","VIRGINIA","20176-4113","UNITED STATES","","1 (703) 771 3850","","Noufal,Alexander","Debt Advisory Global Capital Markets Analyst"
"Bank of America, National Association","","1896 HENDERSONVILLE RD","ASHEVILLE","NORTH CAROLINA","28803 2399","UNITED STATES","","1 (828) 684 6732","","Eddy,Linda","Vp Project Consultant","","","PRIVATE - SUBSIDIARY/BRANCH","14","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","1896 HENDERSONVILLE RD","ASHEVILLE","NORTH CAROLINA","28803 2399","UNITED STATES","","1 (828) 684 6732","","Gillespie,Brian","Senior Vice President Commercial Banking"
"Bank of America, National Association","","1896 HENDERSONVILLE RD","ASHEVILLE","NORTH CAROLINA","28803 2399","UNITED STATES","","1 (828) 684 6732","","Reed,Doug","Senior Vice President"
"Bank of America, National Association","","1896 HENDERSONVILLE RD","ASHEVILLE","NORTH CAROLINA","28803 2399","UNITED STATES","","1 (828) 684 6732","","Wilson,Jean","MANAGER"
"Bank of America, National Association","","1896 HENDERSONVILLE RD","ASHEVILLE","NORTH CAROLINA","28803 2399","UNITED STATES","","1 (828) 684 6732","","Maturell,Mario","Relationship Manager Officer"
"Bank of America, National Association","","1896 HENDERSONVILLE RD","ASHEVILLE","NORTH CAROLINA","28803 2399","UNITED STATES","","1 (828) 684 6732","","Acunarourk,Noelia","Relationship Banker"
"Bank of America, National Association","","641 MALL RING CIR","HENDERSON","NEVADA","89014-6619","UNITED STATES","","1 (702) 654 3100","","Vega,Chris","Ass'T. Vice President - Special Asset Group Adminstrator","","","PRIVATE - SUBSIDIARY/BRANCH","15","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","641 MALL RING CIR","HENDERSON","NEVADA","89014-6619","UNITED STATES","","1 (702) 654 3100","","Rizvi,Ali","BRANCH MANAGER"
"Bank of America, National Association","","641 MALL RING CIR","HENDERSON","NEVADA","89014-6619","UNITED STATES","","1 (702) 654 3100","","Aguilar,Miguel","Sr Small Business Relationship Mgr"
"Bank of America, National Association","","641 MALL RING CIR","HENDERSON","NEVADA","89014-6619","UNITED STATES","","1 (702) 654 3100","","Mccord,Richard","Portfolio Manager"
"Bank of America, National Association","","641 MALL RING CIR","HENDERSON","NEVADA","89014-6619","UNITED STATES","","1 (702) 654 3100","","Grissom,Wilburt","Relationship Manager"
"Bank of America, National Association","","641 MALL RING CIR","HENDERSON","NEVADA","89014-6619","UNITED STATES","","1 (702) 654 3100","","Terry,Dana","Supervisor/Trainer"
"Bank of America, National Association","","641 MALL RING CIR","HENDERSON","NEVADA","89014-6619","UNITED STATES","","1 (702) 654 3100","","Gaines,Sherry","Home Services Specialist"
"Bank of America, National Association","","641 MALL RING CIR","HENDERSON","NEVADA","89014-6619","UNITED STATES","","1 (702) 654 3100","","Buchanan,Lori","Bank Of America"
"Bank of America, National Association","","641 MALL RING CIR","HENDERSON","NEVADA","89014-6619","UNITED STATES","","1 (702) 654 3100","","Oldenburg,Gail","De Underwriter"
"Bank of America, National Association","","11190 E OCEAN AIR DR","SAN DIEGO","CALIFORNIA","92130 6660","UNITED STATES","","1 (858) 523 9422","","Tran,Vinh","MANAGER","","","PRIVATE - SUBSIDIARY/BRANCH","5","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","24142 S CONDUIT AVE","ROSEDALE","NEW YORK","11422 2245","UNITED STATES","","1 (800) 432 1000","","Cancryn,Shanise","Client Manager","","","PRIVATE - SUBSIDIARY/BRANCH","17","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","24142 S CONDUIT AVE","ROSEDALE","NEW YORK","11422 2245","UNITED STATES","","1 (800) 432 1000","","Tesi,Christopher","MANAGER"
"Bank of America, National Association","","1 STATE ST","LYNN","MASSACHUSETTS","01901 1504","UNITED STATES","","1 (781) 592 0120","","Farfan,Eduardo","Relationship Manager","","","PRIVATE - SUBSIDIARY/BRANCH","14","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","1 STATE ST","LYNN","MASSACHUSETTS","01901 1504","UNITED STATES","","1 (781) 592 0120","","Cabral,Jesus","Account Manager"
"Bank of America, National Association","","1 STATE ST","LYNN","MASSACHUSETTS","01901 1504","UNITED STATES","","1 (781) 592 0120","","Diaz,Thomas","BRANCH MANAGER"
"Bank of America, National Association","","1 STATE ST","LYNN","MASSACHUSETTS","01901 1504","UNITED STATES","","1 (781) 592 0120","","Tanner,Danielle","Business Owner"
"Bank of America, National Association","","1 STATE ST","LYNN","MASSACHUSETTS","01901 1504","UNITED STATES","","1 (781) 592 0120","","Holmes,Michele","Team Leader"
"Bank of America, National Association","","1 STATE ST","LYNN","MASSACHUSETTS","01901 1504","UNITED STATES","","1 (781) 592 0120","","Pacheco,Sara","Relationship Banker"
"Bank of America, National Association","","1 STATE ST","LYNN","MASSACHUSETTS","01901 1504","UNITED STATES","","1 (781) 592 0120","","Martinez,Luisyana","Senior Banker"
"Bank of America, National Association","","1 STATE ST","LYNN","MASSACHUSETTS","01901 1504","UNITED STATES","","1 (781) 592 0120","","Aoudou,Patou","Banker"
"Bank of America, National Association","","1 STATE ST","LYNN","MASSACHUSETTS","01901 1504","UNITED STATES","","1 (781) 592 0120","","Mcclain,Jaeqhan","Relationship Banker"
"Bank of America, National Association","","1 STATE ST","LYNN","MASSACHUSETTS","01901 1504","UNITED STATES","","1 (781) 592 0120","","Taveras,Andres","Credit Solutions Advisor II"
"Bank of America, National Association","","12881 BRAEMAR VILLAGE PLZ","BRISTOW","VIRGINIA","20136-5502","UNITED STATES","","1 (703) 330 1729","","Yackel,Mark","Regional Manager - Svp","","","PRIVATE - SUBSIDIARY/BRANCH","17","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","12881 BRAEMAR VILLAGE PLZ","BRISTOW","VIRGINIA","20136-5502","UNITED STATES","","1 (703) 330 1729","","Solwenberger,Matthew","MANAGER"
"Bank of America, National Association","","12881 BRAEMAR VILLAGE PLZ","BRISTOW","VIRGINIA","20136-5502","UNITED STATES","","1 (703) 330 1729","","Conway,Lawrence","MANAGER"
"Bank of America, National Association","","12881 BRAEMAR VILLAGE PLZ","BRISTOW","VIRGINIA","20136-5502","UNITED STATES","","1 (703) 330 1729","","Solwenberger,Matthew","GENERAL MANAGER"
"Bank of America, National Association","","12881 BRAEMAR VILLAGE PLZ","BRISTOW","VIRGINIA","20136-5502","UNITED STATES","","1 (703) 330 1729","","Villavicencio,Christian","Mortgage Loan Officer"
"Bank of America, National Association","","12881 BRAEMAR VILLAGE PLZ","BRISTOW","VIRGINIA","20136-5502","UNITED STATES","","1 (703) 330 1729","","Rahmani,Moneer","Software Test Automation Engineer"
"Bank of America, National Association","","12881 BRAEMAR VILLAGE PLZ","BRISTOW","VIRGINIA","20136-5502","UNITED STATES","","1 (703) 330 1729","","Biehl,Harry","Credit Solutions Advisor II Nmls#500087"
"Bank of America, National Association","","12881 BRAEMAR VILLAGE PLZ","BRISTOW","VIRGINIA","20136-5502","UNITED STATES","","1 (703) 330 1729","","Liu,Joy","AVP"
"Bank of America, National Association","","12881 BRAEMAR VILLAGE PLZ","BRISTOW","VIRGINIA","20136-5502","UNITED STATES","","1 (703) 330 1729","","Conway,Lawrence","MANAGER"
"Bank of America, National Association","","12881 BRAEMAR VILLAGE PLZ","BRISTOW","VIRGINIA","20136-5502","UNITED STATES","","1 (703) 330 1729","","Solwenberger,Matthew","GENERAL MANAGER"
"BANK OF AMERICA, NATIONAL ASSOCIATION","","5800 S EASTERN AVE","COMMERCE","CALIFORNIA","90040 4016","UNITED STATES","","1 (323) 724 8010","","Verdugo,Richard","CEO","","","PRIVATE","","6021 National Commercial Banks","","","0","","","NATNL COMMRCL BANKS","","","","","","","","","","",""
"Bank of America, National Association","","702 S MADERA AVE","KERMAN","CALIFORNIA","93630 1792","UNITED STATES","","1 (559) 846 9333","","Nance,Leslee","MANAGER","","","PRIVATE - SUBSIDIARY/BRANCH","14","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","702 S MADERA AVE","KERMAN","CALIFORNIA","93630 1792","UNITED STATES","","1 (559) 846 9333","","Sanchez,Stephanie","Customer Service Representative"
"Bank of America, National Association","","702 S MADERA AVE","KERMAN","CALIFORNIA","93630 1792","UNITED STATES","","1 (559) 846 9333","","Schafer,Shana","Private Banker"
"Bank of America, National Association","","165 CABOT ST","BEVERLY","MASSACHUSETTS","01915 5821","UNITED STATES","","1 (978) 232 3540","","Brown,Lois","Manager","","","PRIVATE - SUBSIDIARY/BRANCH","14","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","165 CABOT ST","BEVERLY","MASSACHUSETTS","01915 5821","UNITED STATES","","1 (978) 232 3540","","Winn,Adam","Associate Underwriter"
"Bank of America, National Association","","165 CABOT ST","BEVERLY","MASSACHUSETTS","01915 5821","UNITED STATES","","1 (978) 232 3540","","Monti,Darlene","PRINCIPAL"
"BANK OF AMERICA EUROPE DESIGNATED ACTIVITY COMPANY,BRUSSELS BRANCH","","38 SQUARE DE MEEUS","BRUSSELS","BRUSSELS-CAPITAL","1000","BELGIUM","","32 (24) 018741","","Pauwels,Nelly","CEO","","","PRIVATE","5","6159 Miscellaneous business Credit Institutions","6111 Federal and Federally-Sponsored Credit Agencies","","0","","","MISC BUSINESS CREDIT INSTITUTIONS","","","","","","","","","","",""
"BANK OF AMERICA EUROPE DESIGNATED ACTIVITY COMPANY,BRUSSELS BRANCH","","38 SQUARE DE MEEUS","BRUSSELS","BRUSSELS-CAPITAL","1000","BELGIUM","","32 (24) 018741","","De Dinechin,Pauline","DIRECTOR"
"BANK OF AMERICA EUROPE DESIGNATED ACTIVITY COMPANY,BRUSSELS BRANCH","","38 SQUARE DE MEEUS","BRUSSELS","BRUSSELS-CAPITAL","1000","BELGIUM","","32 (24) 018741","","Pauwels,Nelly","CEO"
"Bank of America, National Association","","180 S WASHINGTON ST","SONORA","CALIFORNIA","95370 4750","UNITED STATES","","1 (209) 533 6100","","Hagen,Peter","Senior Vice President","","","PRIVATE - SUBSIDIARY/BRANCH","4","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","180 S WASHINGTON ST","SONORA","CALIFORNIA","95370 4750","UNITED STATES","","1 (209) 533 6100","","Vigil,David","Premier Client Manager"
"Bank of America, National Association","","180 S WASHINGTON ST","SONORA","CALIFORNIA","95370 4750","UNITED STATES","","1 (209) 533 6100","","Irion,Marlyn","BRANCH MANAGER"
BANK OF AMERICA,,"748, ANNA SALAI P O BOX 340",CHENNAI,TAMIL NADU,600002,INDIA,,,,,,,,PRIVATE,0,6081 Branches and Agencies of Foreign Banks,,,0,,,FOREIGN BANK/BRANCH/AGENT,,,,,,,,,,,,,,
"Bank of America, National Association","","3230 172ND ST NE","ARLINGTON","WASHINGTON","98223 6350","UNITED STATES","","1 (360) 651 1155","","Ashford,Caroline","Assistant Vice President","","","PRIVATE - SUBSIDIARY/BRANCH","4","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","3230 172ND ST NE","ARLINGTON","WASHINGTON","98223 6350","UNITED STATES","","1 (360) 651 1155","","Bornkamp,Barbara","Manager"
"Bank of America, National Association","","3230 172ND ST NE","ARLINGTON","WASHINGTON","98223 6350","UNITED STATES","","1 (360) 651 1155","","Ferguson,Katie","Home Loan Consultant"
"Bank of America, National Association","","3230 172ND ST NE","ARLINGTON","WASHINGTON","98223 6350","UNITED STATES","","1 (360) 651 1155","","Gresham,Shane","Cssr Representative"
"Bank of America, National Association","","3230 172ND ST NE","ARLINGTON","WASHINGTON","98223 6350","UNITED STATES","","1 (360) 651 1155","","Bornkamp,Barbara","MANAGER"
"Bank of America, National Association","","3701 BALBOA ST","SAN FRANCISCO","CALIFORNIA","94121 2693","UNITED STATES","","1 (415) 622 9528","","Chan,Jamie","Vp Workforce Development Academy Manager","","","PRIVATE - SUBSIDIARY/BRANCH","14","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","3701 BALBOA ST","SAN FRANCISCO","CALIFORNIA","94121 2693","UNITED STATES","","1 (415) 622 9528","","Lam,Man","MANAGER"
"Bank of America, National Association","","3701 BALBOA ST","SAN FRANCISCO","CALIFORNIA","94121 2693","UNITED STATES","","1 (415) 622 9528","","Chow,Larry","AVP"
"Bank of America, National Association","","8690 E BROADWAY BLVD","TUCSON","ARIZONA","85710 4014","UNITED STATES","","1 (520) 546 3285","","Collins,Brandon","Case Manager","","","PRIVATE - SUBSIDIARY/BRANCH","4","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","8690 E BROADWAY BLVD","TUCSON","ARIZONA","85710 4014","UNITED STATES","","1 (520) 546 3285","","Gruber,Bernedette","Manager"
"Bank of America, National Association","","8690 E BROADWAY BLVD","TUCSON","ARIZONA","85710 4014","UNITED STATES","","1 (520) 546 3285","","Mendez,Robin","Mortgage Loan Specialist"
"Bank of America, National Association","","8690 E BROADWAY BLVD","TUCSON","ARIZONA","85710 4014","UNITED STATES","","1 (520) 546 3285","","Gruber,Bernedette","MANAGER"
"Bank of America, National Association","","834 STATE ST","SANTA BARBARA","CALIFORNIA","93101 3207","UNITED STATES","","1 (805) 564 4523","","Hutchins,Brock","Sr. Vice President Product & Innovation - Global Strategy & Enterprise Platforms","","","PRIVATE - SUBSIDIARY/BRANCH","22","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","834 STATE ST","SANTA BARBARA","CALIFORNIA","93101 3207","UNITED STATES","","1 (805) 564 4523","","Bell,Graham","Senior Vice President Portfolio Manager"
"Bank of America, National Association","","834 STATE ST","SANTA BARBARA","CALIFORNIA","93101 3207","UNITED STATES","","1 (805) 564 4523","","Shepherd,Austyn","Private Client Manager"
"Bank of America, National Association","","834 STATE ST","SANTA BARBARA","CALIFORNIA","93101 3207","UNITED STATES","","1 (805) 564 4523","","Tidwell,Kathy","BRANCH MANAGER"
"Bank of America, National Association","","834 STATE ST","SANTA BARBARA","CALIFORNIA","93101 3207","UNITED STATES","","1 (805) 564 4523","","Lievanos,Brenda","Relationship Banker"
"Bank of America, National Association","","3101 ARDEN WAY","SACRAMENTO","CALIFORNIA","95825-2001","UNITED STATES","","1 (916) 861 9429","","Gilbert,Troy","Vice President And Market Sales Manager","","","PRIVATE - SUBSIDIARY/BRANCH","25","6021 National Commercial Banks","","","0","522110 Commercial Banking","","NATIONAL COMMERCIAL BANK","","","","","","","","","","",""
"Bank of America, National Association","","3101 ARDEN WAY","SACRAMENTO","CALIFORNIA","95825-2001","UNITED STATES","","1 (916) 861 9429","","Omand,Doug","BRANCH MANAGER"
"Bank of America, National Association","","3101 ARDEN WAY","SACRAMENTO","CALIFORNIA","95825-2001","UNITED STATES","","1 (916) 861 9429","","Rickard,Kathleen","System Analyst Global Consumer Technology"
